まぐろ,マグロ,maguro
するめ,スルメ,surume
さんそ,酸素,sannso
ぷりん,プリン,purinn
わさび,ワサビ,wasabi
かっぱ,カッパ,kappa
まっち,マッチ,matti
あー!,あー!,a-!
わー!,わー!,wa-!
とんぼ,トンボ,tonnbo
でんわ,電話,dennwa
すずめ,スズメ,suzume
れたす,レタス,retasu
ばけつ,バケツ,baketu
ぼーる,ボール,bo-ru
めがね,眼鏡,megane
ことり,小鳥,kotori
ひっし,必死,hissi
なまず,ナマズ,namazu
あさり,アサリ,asari
しじみ,シジミ,sizimi
むしば,虫歯,musiba
しっぽ,尻尾,sippo
ばっと,バット,batto
ぼきん,募金,bokinn
うさぎ,ウサギ,usagi
あひる,アヒル,ahiru
ひつじ,ヒツジ,hituzi
つくえ,机,tukue
あいす,アイス,aisu
はなび,花火,hanabi
おやつ,おやつ,oyatu
みるく,ミルク,miruku
こっぷ,コップ,koppu
おふろ,お風呂,ohuro
さくら,桜,sakura
わごむ,輪ゴム,wagomu
めいし,名刺,meisi
のーと,ノート,no-to
くるま,車,kuruma
きっく,キック,kikku
すきー,スキー,suki-
しまい,姉妹,simai
りぼん,リボン,ribonn
ずぼん,ズボン,zubonn
ぶーつ,ブーツ,bu-tu
りんご,りんご,rinngo
こあら,コアラ,koara
れんず,レンズ,rennzu
だいや,ダイヤ,daiya
するめ,するめ,surume
かれー,カレー,kare-
めろん,メロン,meronn
めだか,メダカ,medaka
ねごと,寝言,negoto
ふいうち,不意打ち,huiuti
くまげら,クマゲラ,kumagera
むささび,ムササビ,musasabi
すぺいん,スペイン,supeinn
ちちのひ,父の日,titinohi
さざなみ,さざなみ,sazanami
しょどう,書道,syodou
たちよみ,立ち読み,tatiyomi
びしょう,微笑,bisyou
おかりな,オカリナ,okarina
ふじさん,富士山,huzisann
しきしゃ,指揮者,sikisya
ぱぱいや,パパイヤ,papaiya
どりあん,ドリアン,doriann
こーひー,コーヒー,ko-hi-
ししゃも,ししゃも,sisyamo
たこやき,たこ焼き,takoyaki
とびっこ,トビッコ,tobikko
やきゅう,野球,yakyuu
おむれつ,オムレツ,omuretu
ぐろーぶ,グローブ,guro-bu
にんじゃ,忍者,ninnja
きばせん,騎馬戦,kibasenn
わたがし,綿菓子,watagasi
らーめん,ラーメン,ra-menn
よーよー,ヨーヨー,yo-yo-
かおもじ,顔文字,kaomozi
こしあん,こしあん,kosiann
つぶあん,つぶあん,tubuann
たいふう,台風,taihuu
そぷらの,ソプラノ,sopurano
いのしし,イノシシ,inosisi
ふぃるむ,フィルム,firumu
ぶらんど,ブランド,buranndo
あぼかど,アボカド,abokado
おれんじ,オレンジ,orennzi
めんせき,面積,mennseki
たんぽぽ,たんぽぽ,tannpopo
うめしゅ,梅酒,umesyu
たぴおか,タピオカ,tapioka
かんふー,カンフー,kannhu-
てぬぐい,てぬぐい,tenugui
あいこん,アイコン,aikonn
しまうま,シマウマ,simauma
らいおん,ライオン,raionn
ろうそく,ろうそく,rousoku
くつした,靴下,kutusita
きんぱつ,金髪,kinnpatu
けんだま,けんだま,kenndama
かにたま,かに玉,kanitama
ぼくとう,木刀,bokutou
せんしゃ,洗車,sennsya
あかがい,赤貝,akagai
あまえび,甘エビ,amaebi
うぐいす,ウグイス,uguisu
いやーん,イヤーン,iya-nn
えんがわ,えんがわ,enngawa
おおとろ,大トロ,otoro
かずのこ,数の子,kazunoko
さーもん,サーモン,sa-monn
すーぱー,スーパー,su-pa-
すらいむ,スライム,suraimu
でこぴん,でこピン,dekopinn
あざらし,アザラシ,azarasi
ねぎとろ,ネギとろ,negitoro
はんせい,反省,hannsei
きんぎょ,金魚,kinngyo
ざりがに,ザリガニ,zarigani
みじんこ,ミジンコ,mizinnko
しんばし,新橋,sinnbasi
はちみつ,蜂蜜,hatimitu
かんぱち,カンパチ,kannpati
しょうゆ,醤油,syouyu
すきやき,スキヤキ,sukiyaki
すずむし,鈴虫,suzumusi
きゃー!,キャー!,kya-!
なまはむ,生ハム,namahamu
ちゃいむ,チャイム,tyaimu
さーかす,サーカス,sa-kasu
きゃべつ,キャベツ,kyabetu
そうじき,掃除機,souziki
あおぞら,青空,aozora
おにぎり,おにぎり,onigiri
ふうりん,風鈴,huurinn
ぼーなす,ボーナス,bo-nasu
ちきゅう,地球,tikyu
きゃんぷ,キャンプ,kyannpu
はくしゅ,拍手,hakusyu
だいこん,大根,daikonn
しんかい,深海,sinnkai
がっこう,学校,gakkou
ふぁいる,ファイル,fairu
くりっく,クリック,kurikku
ちょきん,貯金,tyokinn
にわとり,ニワトリ,niwatori
ごーる!,ゴール!,go-ru!
おまつり,お祭り,omaturi
しゃべる,シャベル,syaberu
すこっぷ,スコップ,sukoppu
はつゆめ,初夢,hatuyume
くっきー,クッキー,kukki-
こーひー,コーヒー,ko-hi-
こうちゃ,紅茶,koutya
せんとう,銭湯,senntou
おはなみ,お花見,ohanami
けしごむ,消しゴム,kesigomu
べてらん,べテラン,beterann
かまくら,かまくら,kamakura
たいまー,タイマー,taima-
ばんぱー,バンパー,bannpa-
ながぐつ,長靴,nagagutu
さっかー,サッカー,sakka-
すけーと,スケート,suke-to
ばってら,バッテラ,battera
ぎちょう,議長,gityou
ねくたい,ネクタイ,nekutai
かぼちゃ,かぼちゃ,kabotya
こくばん,黒板,kokubann
わるぢえ,悪知恵,waruzie
かんけり,缶蹴り,kannkeri
ひめりんご,姫りんご,himerinngo
たまのこし,玉の輿,tamanokosi
おんらいん,オンライン,onnrainn
にほんちず,日本地図,nihonntizu
ちんじゅう,珍獣,tinnjuu
もらいなき,もらい泣き,morainaki
ほうせんか,ホウセンカ,housennka
すいさいが,水彩画,suisaiga
かせいじん,火星人,kaseizinn
りこーだー,リコーダー,riko-da-
ばいおりん,バイオリン,baiorinn
はーもにか,ハーモニカ,ha-monika
すとらっぷ,ストラップ,sutorappu
そりてぃあ,ソリティア,sorithia
もんぶらん,モンブラン,monnburann
かつかれー,カツカレー,katukare-
こどものひ,こどもの日,kodomonohi
らっきー!,ラッキー!,rakki-!
めんちかつ,メンチカツ,menntikatu
おむらいす,オムライス,omuraisu
えいたんご,英単語,eitanngo
あくせんと,アクセント,akusennto
いいゆだな,いい湯だな,iiyudana
さくらんぼ,さくらんぼ,sakurannbo
にわかあめ,にわか雨,niwakaame
らんきんぐ,ランキング,rannkinngu
ちゃーはん,チャーハン,tya-hann
くりすます,クリスマス,kurisumasu
ちょうちょ,ちょうちょ,tyoutyo
まよねーず,マヨネーズ,mayone-zu
はなふぶき,花吹雪,hanahubuki
しくらめん,シクラメン,sikuramenn
うでどけい,腕時計,udedokei
だいどころ,台所,daidokoro
りこーだー,リコーダー,riko-da-
りんごあめ,りんご飴,rinngoame
かれんだー,カレンダー,karennda-
ほいっする,ホイッスル,hoissuru
さふぁいあ,サファイア,safaia
かみねんど,紙粘土,kaminenndo
だいとかい,大都会,daitokai
でりけーと,デリケート,derike-to
すなどけい,砂時計,sunadokei
すとらいぷ,ストライプ,sutoraipu
ふぃるたー,フィルター,firuta-
おままごと,おままごと,omamagoto
はりけーん,ハリケーン,harike-nn
ゆきだるま,雪だるま,yukidaruma
すにーかー,スニーカー,suni-ka-
とらくたー,トラクター,torakuta-
いやしけい,癒し系,iyasikei
おきにいり,お気に入り,okiniiri
ちへいせん,地平線,tiheisenn
くれーたー,クレーター,kure-ta-
ぎゃらりー,ギャラリー,gyarari-
らんどせる,ランドセル,ranndoseru
ひかえしつ,控え室,hikaesitu
てでぃべあ,テディベア,tedhibea
ゆめごこち,夢心地,yumegokoti
しんちょう,身長,sinntyou
たいじゅう,体重,taijuu
あんけーと,アンケート,annke-to
くりすたる,クリスタル,kurisutaru
かんがるー,カンガルー,kanngaru-
しゅりけん,手裏剣,syurikenn
ひざこぞう,ひざ小僧,hizakozou
すとれーと,ストレート,sutore-to
ろんぐぱす,ロングパス,ronngupasu
ひょうがき,氷河期,hyougaki
えどばくふ,江戸幕府,edobakuhu
ふるほんや,古本屋,huruhonnya
らふれしあ,ラフレシア,rahuresia
ひなあられ,ひなあられ,hinarare
あめふらし,アメフラシ,amehurasi
あめちゃん,飴ちゃん,ametyann
あらいやだ,アラ嫌だ,araiyada
いいてんき,いい天気,iitennki
いたいです,痛いです,itaidesu
えびふらい,エビフライ,ebihurai
おおもりで,大盛りで,oomoride
かうんたー,カウンター,kaunnta-
ぎんしゃり,銀シャリ,ginnsyari
しゃったー,シャッター,syatta-
しんぶんし,新聞紙,sinnbunnsi
ずわいがに,ズワイガニ,zuwaigani
たらばがに,タラバガニ,tarabagani
ちゅうとろ,中トロ,tyuutoro
あめとむち,アメとムチ,ametomuti
たまごやき,玉子焼き,tamagoyaki
めだまやき,目玉焼き,medamayaki
ぶるどっぐ,ブルドッグ,burudoggu
ぼたんえび,ボタン海老,botannebi
ほんきのめ,本気の目,honnkinome
もやしっこ,モヤシっ子,moyasikko
よっぱらい,酔っ払い,yopparai
わたぼこり,綿ボコリ,watabokori
ちらしずし,ちらしズシ,tirasizusi
てまきずし,手巻きズシ,temakizusi
りさいくる,リサイクル,risaikuru
てっかまき,鉄火巻き,tekkamaki
おふさいど,オフサイド,ohusaido
とくもりで,特盛りで,tokumoride
するめいか,スルメイカ,surumeika
こどものひ,こどもの日,kodomonohi
えころじー,エコロジー,ekorozi-
えちけっと,エチケット,etiketto
てぃらみす,ティラミス,thiramisu
でざいなー,デザイナー,dezaina-
はねぼうき,羽根ボウキ,hanebouki
かれんだー,カレンダー,karennda-
きーぼーど,キーボード,ki-bo-do
さくらさく,サクラサク,sakurasaku
かたたたき,肩叩き,katatataki
ねったいや,熱帯夜,nettaiya
かっぱまき,カッパ巻き,kappamaki
おやこどん,親子丼,oyakodonn
びりやーど,ビリヤード,biriya-do
ぼうりんぐ,ボウリング,bourinngu
じせだいき,次世代機,zisedaiki
たいぴんぐ,タイピング,taipinngu
まんほーる,マンホール,mannho-ru
ゆうえんち,遊園地,yuuennti
どらいやー,ドライヤー,doraiya-
わいしゃつ,ワイシャツ,waisyatu
おおそうじ,大掃除,oosouzi
おーとばい,オートバイ,o-tobai
こうきあつ,高気圧,koukiatu
じゃんぐる,ジャングル,jannguru
しゃんぱん,シャンパン,syannpann
えいがかん,映画館,eigakann
こんさーと,コンサート,konnsa-to
ごぜんさま,午前様,gozennsama
もしもし?,もしもし?,mosimosi?
むじんとう,無人島,muzinntou
ごーじゃす,ゴージャス,go-jasu
こんにちは,こんにちは,konnnitiha
さようなら,さようなら,sayounara
だいにんき,大人気,daininnki
はつひので,初日の出,hatuhinode
すぴーかー,スピーカー,supi-ka-
てぃっしゅ,ティッシュ,thissyu
えどじだい,江戸時代,edozidai
ちょんまげ,ちょんまげ,tyonnmage
こいのぼり,鯉のぼり,koinobori
そーせーじ,ソーセージ,so-se-zi
きょうだい,兄弟,kyoudai
ゆきだるま,雪だるま,yukidaruma
たっきゅう,卓球,takkyuu
かたるしす,カタルシス,katarusisu
さくらもち,さくらもち,sakuramoti
よーぐると,ヨーグルト,yo-guruto
しょうかき,消火器,syoukaki
ぷろのわざ,プロの技,puronowaza
ぶゆうでん,武勇伝,buyuudenn
あるまじろ,アルマジロ,arumaziro
てれびっこ,テレビっ子,terebikko
はろうぃん,ハロウィン,harowinn
ぱんぷきん,パンプキン,pannpukinn
じがじさん,自画自賛,zigazisann
ぺあるっく,ペアルック,pearukku
おぼっちゃま,おぼっちゃま,obottyama
ちゃんぴおん,チャンピオン,tyannpionn
びーちぼーる,ビーチボール,bi-tibo-ru
こくごじてん,国語辞典,kokugozitenn
こくはくする,告白する,kokuhakusuru
とどうふけん,都道府県,todouhukenn
ちちのいげん,父の威厳,titinoigenn
いぬのさんぽ,犬の散歩,inunosannpo
がんばって!,頑張って!,gannbatte!
ふしぎちゃん,不思議ちゃん,husigityann
しごげんきん,私語厳禁,sigogennkinn
がらむまさら,ガラムマサラ,garamumasara
びしょうねん,美少年,bisyounenn
ほしがきれい,星がきれい,hosigakirei
かうちぽてと,カウチポテト,kautipoteto
あじがうすい,味が薄い,azigausui
いろえんぴつ,色鉛筆,iroennpitu
としょいいん,図書委員,tosyoiinn
おくりばんと,送りバント,okuribannto
ひつじのむれ,羊の群れ,hituzinomure
またあした!,またあした!,mataasita!
とらんぺっと,トランペット,torannpetto
くらりねっと,クラリネット,kurarinetto
いまなんじ?,今何時?,imanannzi?
どれすあっぷ,ドレスアップ,doresuappu
かすたねっと,カスタネット,kasutanetto
しきおりおり,四季折々,sikioriori
まんげきょう,万華鏡,manngekyou
たいがどらま,大河ドラマ,taigadorama
あいすある?,アイスある?,aisuaru?
でんしじしょ,電子辞書,dennsizisyo
うっとりする,うっとりする,uttorisuru
ひっぱりだこ,ひっぱりだこ,hipparidako
みちにまよう,道に迷う,mitinimayou
ふるまらそん,フルマラソン,hurumarasonn
かいぎちゅう,会議中,kaigityuu
ちきんかれー,チキンカレー,tikinnkare-
ねこにこばん,猫に小判,nekonikobann
とおんきごう,ト音記号,toonnkigou
ねみみにみず,寝耳に水,nemiminimizu
こはるびより,小春日和,koharubiyori
ちゅうこしゃ,中古車,tyuukosya
でんわちょう,電話帳,dennwatyou
たいそうふく,体操服,taisouhuku
しんりてすと,心理テスト,sinnritesuto
ひらけごま!,ひらけゴマ!,hirakegoma!
あっとまーく,アットマーク,attoma-ku
よじじゅくご,四字熟語,yozijukugo
てんきよほう,天気予報,tennkiyohou
しんりんよく,森林浴,sinnrinnyoku
べすとひっと,ベストヒット,besutohitto
えくささいず,エクササイズ,ekusasaizu
ひっちはいく,ヒッチハイク,hittihaiku
すいへいせん,水平線,suiheisenn
こっくぴっと,コックピット,kokkupitto
ねみみにみず,寝耳に水,nemiminimizu
きまつてすと,期末テスト,kimatutesuto
ぽてとさらだ,ポテトサラダ,potetosarada
るいじんえん,類人猿,ruizinnenn
せんもんてん,専門店,sennmonntenn
だいなまいと,ダイナマイト,dainamaito
からーこぴー,カラーコピー,kara-kopi-
きょうりゅう,恐竜,kyouryuu
おってをまく,追っ手をまく,ottewomaku
ねいるさろん,ネイルサロン,neirusaronn
まだまだだな,まだまだだな,madamadadana
はつかねずみ,ハツカネズミ,hatukanezumi
ぶろっこりー,ブロッコリー,burokkori-
あすぱらがす,アスパラガス,asuparagasu
ばどみんとん,バドミントン,badominntonn
しんはっけん,新発見,sinnhakkenn
いきとうごう,意気投合,ikitougou
あすたりすく,アスタリスク,asutarisuku
ぐらじおらす,グラジオラス,guraziorasu
だぶるぷれー,ダブルプレー,daburupure-
ないやあんだ,内野安打,naiyaannda
よがのぽーず,ヨガのポーズ,yoganopo-zu
あきれすけん,アキレス腱,akiresukenn
ふぁんくらぶ,ファンクラブ,fannkurabu
えんでぃんぐ,エンディング,enndhinngu
ぼんじゅーる,ボンジュール,bonnju-ru
おこのみやき,お好み焼き,okonomiyaki
もんじゃやき,もんじゃ焼き,monnjayaki
しりめつれつ,支離滅裂,sirimeturetu
あらおくさま,あら奥様,araokusama
いただきます,いただきます,itadakimasu
おいなりさん,おいなりさん,oinarisann
おしんこまき,お新香巻き,osinnkomaki
がちゃがちゃ,ガチャガチャ,gatyagatya
かみがない!,紙がない!,kamiganai!
きゅーちゃん,キューちゃん,kyu-tyann
くりきんとん,栗きんとん,kurikinntonn
ごちそうさま,ごちそうさま,gotisousama
ごめんなさい,ごめんなさい,gomennnasai
しょうりんじ,少林寺,syourinnzi
しょっぱいよ,しょっぱいヨ,syoppaiyo
すとっきんぐ,ストッキング,sutokkinngu
でぃすぷれい,ディスプレイ,dhisupurei
といれどこ?,トイレどこ?,toiredoko?
なんてこった,なんてこった,nanntekotta
まずはびーる,まずはビール,mazuhabi-ru
ねしょうがつ,寝正月,nesyougatu
こねこちゃん,子猫ちゃん,konekotyann
うせつきんし,右折禁止,usetukinnsi
かいてんずし,回転ずし,kaitennzusi
ひなたぼっこ,ひなたぼっこ,hinatabokko
たいむかーど,タイムカード,taimuka-do
おーくしょん,オークション,o-kusyonn
こんぴゅーた,コンピュータ,konnpyu-ta
たからのちず,宝の地図,takaranotizu
なべぶぎょう,鍋奉行,nabebugyou
ぽっぷこーん,ポップコーン,poppuko-nn
ととかるちょ,トトカルチョ,totokarutyo
けんびきょう,顕微鏡,kennbikyou
ちょこれーと,チョコレート,tyokore-to
ふらんすぱん,フランスパン,hurannsupann
みぎくりっく,右クリック,migikurikku
こあくまてき,小悪魔的,koakumateki
えいきゅうし,永久歯,eikyuusi
かおすりろん,カオス理論,kaosurironn
こだいいせき,古代遺跡,kodaiiseki
あんただれ?,あんた誰?,anntadare?
おりんぴっく,オリンピック,orinnpikku
ここはどこ?,ここはどこ?,kokohadoko?
かいすいよく,海水浴,kaisuiyoku
あっぷるぱい,アップルパイ,appurupai
しんかいぎょ,深海魚,sinnkaigyo
ねこじゃらし,猫じゃらし,nekojarasi
いちごじゃむ,イチゴジャム,itigojamu
ろーるけーき,ロールケーキ,ro-ruke-ki
せいじんのひ,成人の日,seizinnnohi
げんばあわせ,現場合わせ,gennbawase
うーろんちゃ,ウーロン茶,u-ronntya
ねったいぎょ,熱帯魚,nettaigyo
たいおんけい,体温計,taionnkei
ちゃわんむし,茶碗蒸し,tyawannmusi
ちょきんばこ,貯金箱,tyokinnbako
めからうろこ,目からウロコ,mekarauroko
しゃぼんだま,シャボン玉,syabonndama
ぐんかんまき,軍艦巻き,gunnkannmaki
へりこぷたー,ヘリコプター,herikoputa-
えれべーたー,エレベーター,erebe-ta-
あきのよなが,秋の夜長,akinoyonaga
としでんせつ,都市伝説,tosidennsetu
もどりがつお,戻り鰹,modorigatuo
かるぱっちょ,カルパッチョ,karupattyo
こわいはなし,怖い話,kowaihanasi
どうろこうじ,道路工事,dourokouzi
だいなみっく,ダイナミック,dainamikku
だいどうげい,大道芸,daidougei
ひっこしそば,引越しそば,hikkosisoba
あすふぁると,アスファルト,asufaruto
めろんそーだ,メロンソーダ,meronnso-da
ひのようじん,火の用心,hinoyouzinn
おもちかえり,お持ち帰り,omotikaeri
まほうつかい,魔法使い,mahoutukai
しゃーべっと,シャーベット,sya-betto
やすみじかん,休み時間,yasumizikann
しょしんしゃ,初心者,syosinnsya
どうそうかい,同窓会,dousoukai
ちーずけーき,チーズケーキ,ti-zuke-ki
ぱいなっぷる,パイナップル,painappuru
じゃあまたね,じゃあまたね,jaamatane
じゃんぴんぐ,ジャンピング,jannpinngu
さんだんとび,三段跳び,sanndanntobi
めとろのーむ,メトロノーム,metorono-mu
ひとがわるい,人が悪い,hitogawarui
あーてぃすと,アーティスト,a-thisuto
りょうかい!,了解!,ryoukai!
にんぎょひめ,人魚姫,ninngyohime
ねいるあーと,ネイルアート,neirua-to
のらりくらり,のらりくらり,norarikurari
とろんぼーん,トロンボーン,toronnbo-nn
ぜんはいそげ,善は急げ,zennhaisoge
ころしもんく,殺し文句,korosimonnku
ぷらすしこう,プラス思考,purasusikou
しんりんよく,森林浴,sinnrinnyoku
かーちぇいす,カーチェイス,ka-tyeisu
ろまんちっく,ロマンチック,romanntikku
こはるびより,小春日和,koharubiyori
どろぼうねこ,泥棒猫,dorobouneko
てんねんすい,天然水,tennnennsui
かぎがない!,鍵がない!,kagiganai!
